山东移动,#genre#
东南卫视,http://150.138.8.143/00/SNM/CHANNEL00000310/index.m3u8
吉林卫视,http://150.138.8.143/00/SNM/CHANNEL00000363/index.m3u8
辽宁卫视,http://150.138.8.143/00/SNM/CHANNEL00000326/index.m3u8
重庆卫视,http://150.138.8.143/00/SNM/CHANNEL00000341/index.m3u8
云南卫视,http://150.138.8.143/00/SNM/CHANNEL00000367/index.m3u8
贵州卫视,http://150.138.8.143/00/SNM/CHANNEL00000329/index.m3u8
广西卫视,http://150.138.8.143/00/SNM/CHANNEL00000368/index.m3u8
四川卫视,http://150.138.8.143/00/SNM/CHANNEL00000348/index.m3u8
甘肃卫视,http://150.138.8.143/00/SNM/CHANNEL00000349/index.m3u8
青海卫视,http://150.138.8.143/00/SNM/CHANNEL00000366/index.m3u8
新疆卫视,http://150.138.8.143/00/SNM/CHANNEL00000393/index.m3u8
兵团卫视,http://150.138.8.143/00/SNM/CHANNEL00000394/index.m3u8
西藏卫视,http://150.138.8.143/00/SNM/CHANNEL00000392/index.m3u8
宁夏卫视,http://150.138.8.143/00/SNM/CHANNEL00000395/index.m3u8
黑龙江卫视,http://150.138.8.143/00/SNM/CHANNEL00000306/index.m3u8


CHC家庭影院,http://150.138.8.143/00/SNM/CHANNEL00002028/index.m3u8
CHC影迷电影,http://150.138.8.143/00/SNM/CHANNEL00002029/index.m3u8
CHC动作电影,http://150.138.8.143/00/SNM/CHANNEL00002030/index.m3u8


重温经典影视,http://150.138.8.143/00/SNM/CHANNEL00000364/index.m3u8
华数影视频道,http://150.138.8.143/00/SNM/CHANNEL00002012/index.m3u8
华数求索纪录,http://150.138.8.143/00/SNM/CHANNEL00000667/index.m3u8
上海生活时尚,http://150.138.8.143/00/SNM/CHANNEL00002019/index.m3u8
上海金色学堂,http://150.138.8.143/00/SNM/CHANNEL00002018/index.m3u8
上海都市剧场,http://150.138.8.143/00/SNM/CHANNEL00002022/index.m3u8
上海乐游频道,http://150.138.8.143/00/SNM/CHANNEL00002016/index.m3u8
上海哈哈炫动,rtsp://150.138.8.132/PLTV/88888888/224/3221226064/10000100000000060000000002706941_0.smil
上海法治天地,http://150.138.8.143/00/SNM/CHANNEL00002010/index.m3u8
上海动漫秀场,http://150.138.8.143/00/SNM/CHANNEL00002000/index.m3u8
上海东方财经,http://150.138.8.143/00/SNM/CHANNEL00002025/index.m3u8
上海游戏风云,http://150.138.8.143/00/SNM/CHANNEL00002024/index.m3u8
湖南茶频道,http://150.138.8.143/00/SNM/CHANNEL00000649/index.m3u8
湖南快乐垂钓,http://150.138.8.143/00/SNM/CHANNEL00000648/index.m3u8
湖南金鹰纪实,http://150.138.8.143/00/SNM/CHANNEL00000334/index.m3u8
湖南金鹰卡通,http://150.138.8.143/00/SNM/CHANNEL00002027/index.m3u8
河南文物宝库,http://150.138.8.143/00/SNM/CHANNEL00000658/index.m3u8
河南梨园频道,http://150.138.8.143/00/SNM/CHANNEL00000656/index.m3u8
河南武术世界,http://150.138.8.143/00/SNM/CHANNEL00000657/index.m3u8
北京卡酷少儿,http://150.138.8.143/00/SNM/CHANNEL00000661/index.m3u8
北京纪实科教,http://150.138.8.143/00/SNM/CHANNEL00000332/index.m3u8
北京生态环境,http://150.138.8.143/00/SNM/CHANNEL00000671/index.m3u8
重庆汽摩频道,http://150.138.8.143/00/SNM/CHANNEL00000711/index.m3u8
中国交通频道,http://150.138.8.143/00/SNM/CHANNEL00000073/index.m3u8



CCTV1,rtsp://150.138.8.132/PLTV/88888888/224/3221226103/10000100000000060000000002902003_0.smil
CCTV1,rtsp://150.138.8.132/PLTV/88888888/224/3221226103/10000100000000060000000002902003_0.smil
CCTV2,rtsp://150.138.8.132/PLTV/88888888/224/3221226173/10000100000000060000000003110715_0.smil
CCTV3,rtsp://150.138.8.132/PLTV/88888888/224/3221227134/415322505.smil
CCTV4亚,rtsp://150.138.8.132/PLTV/88888888/224/3221226179/10000100000000060000000003110724_0.smil
CCTV4欧,rtsp://150.138.8.132/PLTV/88888888/224/3221227070/409210222.smil
CCTV4美,rtsp://150.138.8.132/PLTV/88888888/224/3221227105/409210218.smil
CCTV5,rtsp://150.138.8.132/PLTV/88888888/224/3221227138/415322482.smil
CCTV5+,rtsp://150.138.8.132/PLTV/88888888/224/3221226143/10000100000000060000000003071273_0.smil
CCTV7,rtsp://150.138.8.132/PLTV/88888888/224/3221226175/10000100000000060000000003110716_0.smil
CCTV8,rtsp://150.138.8.132/PLTV/88888888/224/3221227031/410248915.smil
CCTV9,rtsp://150.138.8.132/PLTV/88888888/224/3221226177/10000100000000060000000003110720_0.smil
CCTV10,rtsp://150.138.8.132/PLTV/88888888/224/3221226181/10000100000000060000000003110727_0.smil
CCTV11,rtsp://150.138.8.132/PLTV/88888888/224/3221226826/395256095.smil
CCTV12,rtsp://150.138.8.132/PLTV/88888888/224/3221226183/10000100000000060000000003110728_0.smil
CCTV13,rtsp://150.138.8.132/PLTV/88888888/224/3221226767/395256391.smil
CCTV14,rtsp://150.138.8.132/PLTV/88888888/224/3221226185/10000100000000060000000003110729_0.smil
CCTV15,rtsp://150.138.8.132/PLTV/88888888/224/3221226736/395256223.smil
CCTV17,rtsp://150.138.8.132/PLTV/88888888/224/3221226366/10000100000000060000000003766311_0.smil




CETV1,rtsp://150.138.8.132/PLTV/88888888/224/3221226744/395256464.smil
CETV4,rtsp://150.138.8.132/PLTV/88888888/224/3221227187/456916096.smil


CHC家庭影院,rtsp://150.138.8.132/PLTV/88888888/224/3221227188/454656891.smil
CHC动作电影,rtsp://150.138.8.132/PLTV/88888888/224/3221227184/454656910.smil
CHC影迷电影,rtsp://150.138.8.132/PLTV/88888888/224/3221227180/454656879.smil


江苏卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226063/10000100000000060000000002709090_0.smil
北京卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226061/10000100000000060000000002709089_0.smil
东方卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226150/10000100000000060000000002807413_0.smil
浙江卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226090/10000100000000060000000002709093_0.smil
广东卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226067/10000100000000060000000002709095_0.smil
湖南卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226187/10000100000000060000000003110730_0.smil
山东卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226059/10000100000000060000000002709088_0.smil
天津卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226211/10000100000000060000000003301168_0.smil
深圳卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226088/10000100000000060000000002709106_0.smil
辽宁卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226209/10000100000000060000000003301163_0.smil
吉林卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221227161/411800545.smil
安徽卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226189/10000100000000060000000003110731_0.smil
东南卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226154/10000100000000060000000002885447_0.smil
河南卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221227129/410142845.smil
河北卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226217/10000100000000060000000003301180_0.smil
湖北卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226207/10000100000000060000000003301162_0.smil
江西卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226215/10000100000000060000000003301175_0.smil
四川卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226842/397438339.smil
重庆卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226671/10000100000000060000000004141140_0.smil
海南卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226845/397438344.smil
甘肃卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226832/402020797.smil
贵州卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226213/10000100000000060000000003301172_0.smil
青海卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221227104/438782477.smil
云南卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221227210/438782321.smil
广西卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221227214/438782489.smil
宁夏卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226040/10000100000000060000000002706934_0.smil
西藏卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226019/10000100000000060000000002706936_0.smil
新疆卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226042/10000100000000060000000002706935_0.smil
兵团卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226726/10000100000000060000000004141145_0.smil
黑龙江卫视,rtsp://150.138.8.132/PLTV/88888888/224/3221226065/10000100000000060000000002709094_0.smil




辽宁新动漫,rtsp://150.138.8.132/PLTV/88888888/224/3221227333/443330107.smil
上海都市剧场,rtsp://150.138.8.132/PLTV/88888888/224/3221227147/443330119.smil
上海动漫秀场,rtsp://150.138.8.132/PLTV/88888888/224/3221227297/443309884.smil
上海游戏风云,rtsp://150.138.8.132/PLTV/88888888/224/3221227143/443310036.smil
上海金色学堂,rtsp://150.138.8.132/PLTV/88888888/224/3221227262/443309935.smil
上海生活时尚,rtsp://150.138.8.132/PLTV/88888888/224/3221227325/443310000.smil
上海乐游频道,rtsp://150.138.8.132/PLTV/88888888/224/3221227139/443310012.smil
上海法治天地,rtsp://150.138.8.132/PLTV/88888888/224/3221227152/443310024.smil
上海东方财经,rtsp://150.138.8.132/PLTV/88888888/224/3221227270/443310048.smil
湖南茶频道,rtsp://150.138.8.132/PLTV/88888888/224/3221227290/443330153.smil
湖南快乐垂钓,rtsp://150.138.8.132/PLTV/88888888/224/3221227156/443330036.smil
湖南金鹰纪实,rtsp://150.138.8.132/PLTV/88888888/224/3221226221/10000100000000060000000003301183_0.smil
湖南金鹰卡通,rtsp://150.138.8.132/PLTV/88888888/224/3221227164/443837474.smil
河南武术世界,rtsp://150.138.8.132/PLTV/88888888/224/3221227337/443330026.smil
河南文物宝库,rtsp://150.138.8.132/PLTV/88888888/224/3221227341/443330186.smil
河南梨园频道,rtsp://150.138.8.132/PLTV/88888888/224/3221227282/443330131.smil
华数影视频道,rtsp://150.138.8.132/PLTV/88888888/224/3221227155/443330176.smil
华数求索纪录,rtsp://150.138.8.132/PLTV/88888888/224/3221227231/457055034.smil
北京优优宝贝,rtsp://150.138.8.132/PLTV/88888888/224/3221227023/410462866.smil
北京卡酷少儿,rtsp://150.138.8.132/PLTV/88888888/224/3221227167/448429701.smil
北京生态环境,rtsp://150.138.8.132/PLTV/88888888/224/3221227276/505952660.smil
北京中华特产,rtsp://150.138.8.132/PLTV/88888888/224/3221227315/523620991.smil
北京四海钓鱼,rtsp://150.138.8.132/PLTV/88888888/224/3221227449/527408516.smil
北京纪实科教,rtsp://150.138.8.132/PLTV/88888888/224/3221226225/10000100000000060000000003301187_0.smil
江苏优漫卡通,rtsp://150.138.8.132/PLTV/88888888/224/3221226066/10000100000000060000000002706940_0.smil
广东嘉佳卡通,rtsp://150.138.8.132/PLTV/88888888/224/3221226740/395256412.smil
中国交通频道,rtsp://150.138.8.132/PLTV/88888888/224/3221226801/392270229.smil
重庆汽摩频道,rtsp://150.138.8.132/PLTV/88888888/224/3221227346/479155502.smil
中央新影中学生,http://150.138.8.143/00/SNM/CHANNEL00000673/index.m3u8


山东齐鲁,rtsp://150.138.8.132/PLTV/88888888/224/3221226119/10000100000000060000000002952439_0.smil
山东新闻,rtsp://150.138.8.132/PLTV/88888888/224/3221226137/10000100000000060000000003064294_0.smil
山东体育,rtsp://150.138.8.132/PLTV/88888888/224/3221226139/10000100000000060000000003064319_0.smil
山东综艺,rtsp://150.138.8.132/PLTV/88888888/224/3221226235/10000100000000060000000003385298_0.smil
山东少儿,rtsp://150.138.8.132/PLTV/88888888/224/3221226810/391572871.smil
山东生活,rtsp://150.138.8.132/PLTV/88888888/224/3221226276/10000100000000060000000003357334_0.smil
山东农科,rtsp://150.138.8.132/PLTV/88888888/224/3221226279/10000100000000060000000003687322_0.smil
山东文旅,rtsp://150.138.8.132/PLTV/88888888/224/3221226233/10000100000000060000000003385231_0.smil
山东教育,rtsp://150.138.8.132/PLTV/88888888/224/3221226219/10000100000000060000000003301182_0.smil
山东海洋,rtsp://150.138.8.132/PLTV/88888888/224/3221227353/449855977.smil





山东卫视,http://122.4.104.5/00/SNM/CHANNEL10000301/index.m3u8
山东齐鲁,http://122.4.104.5/00/SNM/CHANNEL10000313/index.m3u8
山东体育,http://122.4.104.5/00/SNM/CHANNEL00000315/index.m3u8
山东新闻,http://122.4.104.5/00/SNM/CHANNEL10000314/index.m3u8
山东农科,http://122.4.104.5/00/SNM/CHANNEL00000339/index.m3u8
山东少儿,http://122.4.104.5/00/SNM/CHANNEL00000340/index.m3u8
山东文旅,http://122.4.104.5/00/SNM/CHANNEL00000337/index.m3u8
山东生活,http://122.4.104.5/00/SNM/CHANNEL00000336/index.m3u8
山东综艺,http://122.4.104.5/00/SNM/CHANNEL00000338/index.m3u8
山东海洋,http://122.4.104.5/00/SNM/CHANNEL00000662/index.m3u8
山东教育,http://122.4.104.5/00/SNM/CHANNEL00000331/index.m3u8


CCTV 4K,http://122.4.104.5/00/SNM/CHANNEL00000382/index.m3u8

CCTV1,http://122.4.104.5/00/SNM/CHANNEL00000311/index.m3u8
CCTV2,http://122.4.104.5/00/SNM/CHANNEL00000317/index.m3u8
CCTV3,http://122.4.104.5/00/SNM/CHANNEL00000359/index.m3u8
CCTV4亚,http://122.4.104.5/00/SNM/CHANNEL00000320/index.m3u8
CCTV4欧,http://122.4.104.5/00/SNM/CHANNEL00000350/index.m3u8
CCTV4美,http://122.4.104.5/00/SNM/CHANNEL00000351/index.m3u8
CCTV5,http://122.4.104.5/00/SNM/CHANNEL00000360/index.m3u8
CCTV5+,http://122.4.104.5/00/SNM/CHANNEL00000316/index.m3u8
CCTV6,http://122.4.104.5/00/SNM/CHANNEL00000361/index.m3u8
CCTV7,http://122.4.104.5/00/SNM/CHANNEL00000318/index.m3u8
CCTV8,http://122.4.104.5/00/SNM/CHANNEL00000362/index.m3u8
CCTV9,http://122.4.104.5/00/SNM/CHANNEL00000319/index.m3u8
CCTV10,http://122.4.104.5/00/SNM/CHANNEL00000321/index.m3u8
CCTV11,http://122.4.104.5/00/SNM/CHANNEL00000344/index.m3u8
CCTV12,http://122.4.104.5/00/SNM/CHANNEL00000322/index.m3u8
CCTV13,http://122.4.104.5/00/SNM/CHANNEL00000345/index.m3u8
CCTV14,http://122.4.104.5/00/SNM/CHANNEL00000323/index.m3u8
CCTV15,http://122.4.104.5/00/SNM/CHANNEL00000346/index.m3u8
CCTV17,http://122.4.104.5/00/SNM/CHANNEL00000303/index.m3u8
CETV1,http://122.4.104.5/00/SNM/CHANNEL00000076/index.m3u8

东南卫视,http://122.4.104.5/00/SNM/CHANNEL00000310/index.m3u8
东方卫视,http://122.4.104.5/00/SNM/CHANNEL00000309/index.m3u8
云南卫视,http://122.4.104.5/00/SNM/CHANNEL00000367/index.m3u8
北京卫视,http://122.4.104.5/00/SNM/CHANNEL00000302/index.m3u8
吉林卫视,http://122.4.104.5/00/SNM/CHANNEL00000363/index.m3u8
四川卫视,http://122.4.104.5/00/SNM/CHANNEL00000348/index.m3u8
天津卫视,http://122.4.104.5/00/SNM/CHANNEL00000327/index.m3u8
安徽卫视,http://122.4.104.5/00/SNM/CHANNEL00000328/index.m3u8
广东卫视,http://122.4.104.5/00/SNM/CHANNEL00000307/index.m3u8
广西卫视,http://122.4.104.5/00/SNM/CHANNEL00000368/index.m3u8
江苏卫视,http://122.4.104.5/00/SNM/CHANNEL00000304/index.m3u8
江西卫视,http://122.4.104.5/00/SNM/CHANNEL00000335/index.m3u8
河北卫视,http://122.4.104.5/00/SNM/CHANNEL00000330/index.m3u8
河南卫视,http://122.4.104.5/00/SNM/CHANNEL00000358/index.m3u8
浙江卫视,http://122.4.104.5/00/SNM/CHANNEL00000305/index.m3u8
海南卫视,http://122.4.104.5/00/SNM/CHANNEL00000347/index.m3u8
深圳卫视,http://122.4.104.5/00/SNM/CHANNEL00000308/index.m3u8
湖北卫视,http://122.4.104.5/00/SNM/CHANNEL00000325/index.m3u8
湖南卫视,http://122.4.104.5/00/SNM/CHANNEL00000324/index.m3u8
甘肃卫视,http://122.4.104.5/00/SNM/CHANNEL00000349/index.m3u8
贵州卫视,http://122.4.104.5/00/SNM/CHANNEL00000329/index.m3u8
辽宁卫视,http://122.4.104.5/00/SNM/CHANNEL00000326/index.m3u8
重庆卫视,http://122.4.104.5/00/SNM/CHANNEL00000341/index.m3u8
青海卫视,http://122.4.104.5/00/SNM/CHANNEL00000366/index.m3u8
东方卫视,http://122.4.104.5/00/SNM/CHANNEL00000022/index.m3u8
云南卫视,http://122.4.104.5/00/SNM/CHANNEL00000039/index.m3u8
北京卫视,http://122.4.104.5/00/SNM/CHANNEL00000019/index.m3u8
吉林卫视,http://122.4.104.5/00/SNM/CHANNEL00000036/index.m3u8
四川卫视,http://122.4.104.5/00/SNM/CHANNEL00000033/index.m3u8
天津卫视,http://122.4.104.5/00/SNM/CHANNEL00000021/index.m3u8
宁夏卫视,http://122.4.104.5/00/SNM/CHANNEL00000043/index.m3u8
安徽卫视,http://122.4.104.5/00/SNM/CHANNEL00000020/index.m3u8
山东卫视,http://122.4.104.5/00/SNM/CHANNEL00000051/index.m3u8
广东卫视,http://122.4.104.5/00/SNM/CHANNEL00000025/index.m3u8
广西卫视,http://122.4.104.5/00/SNM/CHANNEL00000038/index.m3u8
新疆卫视,http://122.4.104.5/00/SNM/CHANNEL00000044/index.m3u8
江苏卫视,http://122.4.104.5/00/SNM/CHANNEL00000018/index.m3u8
江西卫视,http://122.4.104.5/00/SNM/CHANNEL00000035/index.m3u8
河南卫视,http://122.4.104.5/00/SNM/CHANNEL00000037/index.m3u8
浙江卫视,http://122.4.104.5/00/SNM/CHANNEL00000016/index.m3u8
海南卫视,http://122.4.104.5/00/SNM/CHANNEL00000030/index.m3u8
深圳卫视,http://122.4.104.5/00/SNM/CHANNEL00000024/index.m3u8
湖南卫视,http://122.4.104.5/00/SNM/CHANNEL00000017/index.m3u8
甘肃卫视,http://122.4.104.5/00/SNM/CHANNEL00000046/index.m3u8
西藏卫视,http://122.4.104.5/00/SNM/CHANNEL00000045/index.m3u8
贵州卫视,http://122.4.104.5/00/SNM/CHANNEL00000041/index.m3u8
重庆卫视,http://122.4.104.5/00/SNM/CHANNEL00000023/index.m3u8
青海卫视,http://122.4.104.5/00/SNM/CHANNEL00000042/index.m3u8
黑龙江卫视,http://122.4.104.5/00/SNM/CHANNEL00000306/index.m3u8
黑龙江卫视,http://122.4.104.5/00/SNM/CHANNEL00000027/index.m3u8



湖南茶频道,http://122.4.104.5/00/SNM/CHANNEL00000649/index.m3u8
湖南金鹰纪实,http://122.4.104.5/00/SNM/CHANNEL00000334/index.m3u8
湖南快乐垂钓,http://122.4.104.5/00/SNM/CHANNEL00000648/index.m3u8
河南梨园频道,http://122.4.104.5/00/SNM/CHANNEL00000656/index.m3u8
河南武术世界,http://122.4.104.5/00/SNM/CHANNEL00000657/index.m3u8
河南文物宝库,http://122.4.104.5/00/SNM/CHANNEL00000658/index.m3u8
重庆汽摩频道,http://122.4.104.5/00/SNM/CHANNEL00000711/index.m3u8
上海都市剧场,http://122.4.104.5/00/SNM/CHANNEL00002022/index.m3u8 
上海动漫秀场,http://122.4.104.5/00/SNM/CHANNEL00002000/index.m3u8
上海法治天地,http://122.4.104.5/00/SNM/CHANNEL00002010/index.m3u8
上海乐游频道,http://122.4.104.5/00/SNM/CHANNEL00002016/index.m3u8
上海金色学堂,http://122.4.104.5/00/SNM/CHANNEL00002018/index.m3u8
上海生活时尚,http://122.4.104.5/00/SNM/CHANNEL00002019/index.m3u8
华数影视频道,http://122.4.104.5/00/SNM/CHANNEL00002012/index.m3u8
CHC家庭影院,http://122.4.104.5/00/SNM/CHANNEL00002028/index.m3u8
CHC影迷电影,http://122.4.104.5/00/SNM/CHANNEL00002029/index.m3u8
CHC动作电影,http://122.4.104.5/00/SNM/CHANNEL00002030/index.m3u8
中国交通频道,http://122.4.104.5/00/SNM/CHANNEL00000073/index.m3u8



CCTV 4K,rtsp://150.138.8.132/PLTV/88888888/224/3221227239/494657502.smil





北京卫视 4K,rtsp://150.138.8.132/PLTV/88888888/224/3221227299/518924348.smil
广东卫视 4K,rtsp://150.138.8.132/PLTV/88888888/224/3221227437/521682524.smil
深圳卫视 4K,rtsp://150.138.8.132/PLTV/88888888/224/3221227307/521682571.smil
山东卫视 4K,rtsp://150.138.8.132/PLTV/88888888/224/3221227442/527218192.smil
江苏卫视 4K,rtsp://150.138.8.132/PLTV/88888888/224/3221227446/527738562.smil
东方卫视 4K,rtsp://150.138.8.132/PLTV/88888888/224/3221227331/527738511.smil
浙江卫视 4K,rtsp://150.138.8.132/PLTV/88888888/224/3221227453/527738500.smil
湖南卫视 4K,rtsp://150.138.8.132/PLTV/88888888/224/3221227316/527738296.smil
四川卫视 4K,rtsp://150.138.8.132/PLTV/88888888/224/3221227335/527738522.smil























